GSE,GSM,GSM_Organism,GSM_URL
GSE195844,GSM5852001,['Homo sapiens'],['NONE']
GSE195844,GSM5852002,['Homo sapiens'],['NONE']
GSE195844,GSM5852003,['Homo sapiens'],['NONE']
GSE195844,GSM5852004,['Homo sapiens'],['NONE']
GSE195844,GSM5852005,['Homo sapiens'],['NONE']
GSE195844,GSM5852006,['Homo sapiens'],['NONE']
GSE195844,GSM5852007,['Homo sapiens'],['NONE']
GSE195844,GSM5852008,['Homo sapiens'],['NONE']
GSE195844,GSM5852009,['Homo sapiens'],['NONE']
GSE195844,GSM5852010,['Homo sapiens'],['NONE']
GSE195844,GSM5852011,['Homo sapiens'],['NONE']
GSE195844,GSM5852012,['Homo sapiens'],['NONE']
GSE195844,GSM5852013,['Homo sapiens'],['NONE']
GSE195844,GSM5852014,['Homo sapiens'],['NONE']
GSE195844,GSM5852015,['Homo sapiens'],['NONE']
GSE195844,GSM5852016,['Homo sapiens'],['NONE']
GSE195844,GSM5852017,['Homo sapiens'],['NONE']
GSE195844,GSM5852018,['Homo sapiens'],['NONE']
GSE195844,GSM5852019,['Homo sapiens'],['NONE']
GSE195844,GSM5852020,['Homo sapiens'],['NONE']
GSE195844,GSM5852021,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852021/suppl/GSM5852021_HDL040-Col-CD4-TEM-.counts.txt.gz']
GSE195844,GSM5852022,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852022/suppl/GSM5852022_HDL040-Jej-CD4-TEM-.counts.txt.gz']
GSE195844,GSM5852023,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852023/suppl/GSM5852023_HDL040-Lg-CD4-TEM-.counts.txt.gz']
GSE195844,GSM5852024,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852024/suppl/GSM5852024_HDL042-Col-CD4-TEM-.counts.txt.gz']
GSE195844,GSM5852025,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852025/suppl/GSM5852025_HDL042-Ile-CD4-TEM-.counts.txt.gz']
GSE195844,GSM5852026,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852026/suppl/GSM5852026_HDL042-Jej-CD4-TEM-.counts.txt.gz']
GSE195844,GSM5852027,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852027/suppl/GSM5852027_HDL042-Lg-CD4-TEM-.counts.txt.gz']
GSE195844,GSM5852028,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852028/suppl/GSM5852028_HDL046-Lg-CD4-TEM-.counts.txt.gz']
GSE195844,GSM5852029,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852029/suppl/GSM5852029_HDL047-Col-CD4-TEM-.counts.txt.gz']
GSE195844,GSM5852030,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852030/suppl/GSM5852030_HDL047-Ile-CD4-TEM-.counts.txt.gz']
GSE195844,GSM5852031,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852031/suppl/GSM5852031_HDL047-Jej-CD4-TEM-.counts.txt.gz']
GSE195844,GSM5852032,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852032/suppl/GSM5852032_HDL047-Lg-CD4-TEM-.counts.txt.gz']
GSE195844,GSM5852033,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852033/suppl/GSM5852033_HDL069-Col-CD4-TEM-.counts.txt.gz']
GSE195844,GSM5852034,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852034/suppl/GSM5852034_HDL069-Ile-CD4-TEM-.counts.txt.gz']
GSE195844,GSM5852035,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852035/suppl/GSM5852035_HDL069-Jej-CD4-TEM-.counts.txt.gz']
GSE195844,GSM5852036,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852036/suppl/GSM5852036_HDL069-Lg-CD4-TEM-.counts.txt.gz']
GSE195844,GSM5852037,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852037/suppl/GSM5852037_HDL071-Col-CD4-TEM-.counts.txt.gz']
GSE195844,GSM5852038,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852038/suppl/GSM5852038_HDL071-Ile-CD4-TEM-.counts.txt.gz']
GSE195844,GSM5852039,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852039/suppl/GSM5852039_HDL071-Jej-CD4-TEM-.counts.txt.gz']
GSE195844,GSM5852040,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852040/suppl/GSM5852040_HDL071-Lg-CD4-TEM-.counts.txt.gz']
GSE195844,GSM5852041,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852041/suppl/GSM5852041_HDL073-Col-CD4-TEM-.counts.txt.gz']
GSE195844,GSM5852042,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852042/suppl/GSM5852042_HDL073-Ile-CD4-TEM-.counts.txt.gz']
GSE195844,GSM5852043,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852043/suppl/GSM5852043_HDL073-Jej-CD4-TEM-.counts.txt.gz']
GSE195844,GSM5852044,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852044/suppl/GSM5852044_HDL073-Lg-CD4-TEM-.counts.txt.gz']
GSE195844,GSM5852045,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852045/suppl/GSM5852045_HDL074-Col-CD4-TEM-.counts.txt.gz']
GSE195844,GSM5852046,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852046/suppl/GSM5852046_HDL074-Ile-CD4-TEM-.counts.txt.gz']
GSE195844,GSM5852047,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852047/suppl/GSM5852047_HDL074-Jej-CD4-TEM-.counts.txt.gz']
GSE195844,GSM5852048,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852048/suppl/GSM5852048_HDL074-Lg-CD4-TEM-.counts.txt.gz']
GSE195844,GSM5852049,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852049/suppl/GSM5852049_HDL078-Col-CD4-TEM-.counts.txt.gz']
GSE195844,GSM5852050,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852050/suppl/GSM5852050_HDL078-Ile-CD4-TEM-.counts.txt.gz']
GSE195844,GSM5852051,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852051/suppl/GSM5852051_HDL078-Jej-CD4-TEM-.counts.txt.gz']
GSE195844,GSM5852052,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852052/suppl/GSM5852052_HDL078-Lg-CD4-TEM-.counts.txt.gz']
GSE195844,GSM5852053,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852053/suppl/GSM5852053_HDL081-Col-CD4-TEM-.counts.txt.gz']
GSE195844,GSM5852054,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852054/suppl/GSM5852054_HDL081-Ile-CD4-TEM-.counts.txt.gz']
GSE195844,GSM5852055,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852055/suppl/GSM5852055_HDL081-Jej-CD4-TEM-.counts.txt.gz']
GSE195844,GSM5852056,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852056/suppl/GSM5852056_HDL081-Lg-CD4-TEM-.counts.txt.gz']
GSE195844,GSM5852057,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852057/suppl/GSM5852057_HDL090-Col-CD4-TEM-.counts.txt.gz']
GSE195844,GSM5852058,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852058/suppl/GSM5852058_HDL090-Ile-CD4-TEM-.counts.txt.gz']
GSE195844,GSM5852059,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852059/suppl/GSM5852059_HDL090-Jej-CD4-TEM-.counts.txt.gz']
GSE195844,GSM5852060,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852060/suppl/GSM5852060_HDL040-Ile-CD8-TEM-.counts.txt.gz']
GSE195844,GSM5852061,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852061/suppl/GSM5852061_HDL040-Jej-CD8-TEM-.counts.txt.gz']
GSE195844,GSM5852062,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852062/suppl/GSM5852062_HDL040-Lg-CD8-TEM-.counts.txt.gz']
GSE195844,GSM5852063,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852063/suppl/GSM5852063_HDL042-Ile-CD8-TEM-.counts.txt.gz']
GSE195844,GSM5852064,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852064/suppl/GSM5852064_HDL042-Jej-CD8-TEM-.counts.txt.gz']
GSE195844,GSM5852065,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852065/suppl/GSM5852065_HDL042-Lg-CD8-TEM-.counts.txt.gz']
GSE195844,GSM5852066,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852066/suppl/GSM5852066_HDL046-Lg-CD8-TEM-.counts.txt.gz']
GSE195844,GSM5852067,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852067/suppl/GSM5852067_HDL047-Col-CD8-TEM-.counts.txt.gz']
GSE195844,GSM5852068,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852068/suppl/GSM5852068_HDL047-Ile-CD8-TEM-.counts.txt.gz']
GSE195844,GSM5852069,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852069/suppl/GSM5852069_HDL047-Jej-CD8-TEM-.counts.txt.gz']
GSE195844,GSM5852070,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852070/suppl/GSM5852070_HDL047-Lg-CD8-TEM-.counts.txt.gz']
GSE195844,GSM5852071,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852071/suppl/GSM5852071_HDL069-Col-CD8-TEM-.counts.txt.gz']
GSE195844,GSM5852072,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852072/suppl/GSM5852072_HDL069-Ile-CD8-TEM-.counts.txt.gz']
GSE195844,GSM5852073,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852073/suppl/GSM5852073_HDL069-Jej-CD8-TEM-.counts.txt.gz']
GSE195844,GSM5852074,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852074/suppl/GSM5852074_HDL069-Lg-CD8-TEM-.counts.txt.gz']
GSE195844,GSM5852075,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852075/suppl/GSM5852075_HDL071-Col-CD8-TEM-.counts.txt.gz']
GSE195844,GSM5852076,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852076/suppl/GSM5852076_HDL071-Ile-CD8-TEM-.counts.txt.gz']
GSE195844,GSM5852077,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852077/suppl/GSM5852077_HDL071-Jej-CD8-TEM-.counts.txt.gz']
GSE195844,GSM5852078,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852078/suppl/GSM5852078_HDL071-Lg-CD8-TEM-.counts.txt.gz']
GSE195844,GSM5852079,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852079/suppl/GSM5852079_HDL073-Col-CD8-TEM-.counts.txt.gz']
GSE195844,GSM5852080,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852080/suppl/GSM5852080_HDL073-Ile-CD8-TEM-.counts.txt.gz']
GSE195844,GSM5852081,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852081/suppl/GSM5852081_HDL073-Jej-CD8-TEM-.counts.txt.gz']
GSE195844,GSM5852082,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852082/suppl/GSM5852082_HDL073-Lg-CD8-TEM-.counts.txt.gz']
GSE195844,GSM5852083,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852083/suppl/GSM5852083_HDL074-Col-CD8-TEM-.counts.txt.gz']
GSE195844,GSM5852084,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852084/suppl/GSM5852084_HDL074-Jej-CD8-TEM-.counts.txt.gz']
GSE195844,GSM5852085,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852085/suppl/GSM5852085_HDL074-Lg-CD8-TEM-.counts.txt.gz']
GSE195844,GSM5852086,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852086/suppl/GSM5852086_HDL078-Ile-CD8-TEM-.counts.txt.gz']
GSE195844,GSM5852087,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852087/suppl/GSM5852087_HDL078-Jej-CD8-TEM-.counts.txt.gz']
GSE195844,GSM5852088,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852088/suppl/GSM5852088_HDL078-Lg-CD8-TEM-.counts.txt.gz']
GSE195844,GSM5852089,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852089/suppl/GSM5852089_HDL081-Col-CD8-TEM-.counts.txt.gz']
GSE195844,GSM5852090,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852090/suppl/GSM5852090_HDL081-Ile-CD8-TEM-.counts.txt.gz']
GSE195844,GSM5852091,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852091/suppl/GSM5852091_HDL081-Jej-CD8-TEM-.counts.txt.gz']
GSE195844,GSM5852092,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852092/suppl/GSM5852092_HDL081-Lg-CD8-TEM-.counts.txt.gz']
GSE195844,GSM5852093,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852093/suppl/GSM5852093_HDL090-Col-CD8-TEM-.counts.txt.gz']
GSE195844,GSM5852094,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852094/suppl/GSM5852094_HDL090-Ile-CD8-TEM-.counts.txt.gz']
GSE195844,GSM5852095,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5852nnn/GSM5852095/suppl/GSM5852095_HDL090-Jej-CD8-TEM-.counts.txt.gz']
GSE201396,GSM6062645,['Homo sapiens'],['NONE']
GSE201396,GSM6062646,['Homo sapiens'],['NONE']
GSE201396,GSM6062647,['Homo sapiens'],['NONE']
GSE201396,GSM6062648,['Homo sapiens'],['NONE']
GSE201396,GSM6062649,['Homo sapiens'],['NONE']
GSE206790,GSM7880108,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7880nnn/GSM7880108/suppl/GSM7880108_Nonlesion1_scRNA.tar.gz']
GSE206790,GSM7880109,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7880nnn/GSM7880109/suppl/GSM7880109_Lesion1_scRNA.tar.gz']
GSE206790,GSM7880110,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7880nnn/GSM7880110/suppl/GSM7880110_Lesion2_scRNA.tar.gz']
GSE206790,GSM7984884,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7984nnn/GSM7984884/suppl/GSM7984884_Lesion1_ST.tar.gz']
GSE207817,GSM6319711,['Homo sapiens'],"['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6319nnn/GSM6319711/suppl/GSM6319711_od1_barcodes.tsv.gz', 'ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6319nnn/GSM6319711/suppl/GSM6319711_od1_features.tsv.gz', 'ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6319nnn/GSM6319711/suppl/GSM6319711_od1_matrix.mtx.gz']"
GSE207817,GSM6319712,['Homo sapiens'],"['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6319nnn/GSM6319712/suppl/GSM6319712_od2_barcodes.tsv.gz', 'ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6319nnn/GSM6319712/suppl/GSM6319712_od2_features.tsv.gz', 'ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6319nnn/GSM6319712/suppl/GSM6319712_od2_matrix.mtx.gz']"
GSE207817,GSM6319713,['Homo sapiens'],"['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6319nnn/GSM6319713/suppl/GSM6319713_vs1_barcodes.tsv.gz', 'ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6319nnn/GSM6319713/suppl/GSM6319713_vs1_features.tsv.gz', 'ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6319nnn/GSM6319713/suppl/GSM6319713_vs1_matrix.mtx.gz']"
GSE207817,GSM6319714,['Homo sapiens'],"['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6319nnn/GSM6319714/suppl/GSM6319714_vs2_barcodes.tsv.gz', 'ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6319nnn/GSM6319714/suppl/GSM6319714_vs2_features.tsv.gz', 'ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6319nnn/GSM6319714/suppl/GSM6319714_vs2_matrix.mtx.gz']"
GSE207817,GSM7795981,['Homo sapiens'],"['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7795nnn/GSM7795981/suppl/GSM7795981_od3_barcodes.tsv.gz', 'ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7795nnn/GSM7795981/suppl/GSM7795981_od3_features.tsv.gz', 'ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7795nnn/GSM7795981/suppl/GSM7795981_od3_matrix.mtx.gz']"
GSE207817,GSM7795982,['Homo sapiens'],"['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7795nnn/GSM7795982/suppl/GSM7795982_od4_barcodes.tsv.gz', 'ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7795nnn/GSM7795982/suppl/GSM7795982_od4_features.tsv.gz', 'ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7795nnn/GSM7795982/suppl/GSM7795982_od4_matrix.mtx.gz']"
GSE207817,GSM7795983,['Homo sapiens'],"['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7795nnn/GSM7795983/suppl/GSM7795983_vs3_barcodes.tsv.gz', 'ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7795nnn/GSM7795983/suppl/GSM7795983_vs3_features.tsv.gz', 'ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7795nnn/GSM7795983/suppl/GSM7795983_vs3_matrix.mtx.gz']"
GSE207817,GSM7795984,['Homo sapiens'],"['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7795nnn/GSM7795984/suppl/GSM7795984_vs4_barcodes.tsv.gz', 'ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7795nnn/GSM7795984/suppl/GSM7795984_vs4_features.tsv.gz', 'ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7795nnn/GSM7795984/suppl/GSM7795984_vs4_matrix.mtx.gz']"
GSE210227,GSM6423831,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6423nnn/GSM6423831/suppl/GSM6423831_COVID_AIM_AIM_CD4_001_TCR.txt.gz']
GSE210227,GSM6423832,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6423nnn/GSM6423832/suppl/GSM6423832_COVID_AIM_AIM_CD4_002_TCR.txt.gz']
GSE210227,GSM6423833,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6423nnn/GSM6423833/suppl/GSM6423833_COVID_AIM_AIM_CD4_003_TCR.txt.gz']
GSE210227,GSM6423834,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6423nnn/GSM6423834/suppl/GSM6423834_COVID_AIM_AIM_CD4_005_TCR.txt.gz']
GSE210227,GSM6423835,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6423nnn/GSM6423835/suppl/GSM6423835_COVID_AIM_AIM_CD4_008_TCR.txt.gz']
GSE210227,GSM6423837,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6423nnn/GSM6423837/suppl/GSM6423837_COVID_AIM_AIM_CD4_012_TCR.txt.gz']
GSE210227,GSM6423838,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6423nnn/GSM6423838/suppl/GSM6423838_COVID_AIM_AIM_CD4_021_TCR.txt.gz']
GSE210227,GSM6423839,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6423nnn/GSM6423839/suppl/GSM6423839_COVID_AIM_AIM_CD4_023_TCR.txt.gz']
GSE210227,GSM6423840,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6423nnn/GSM6423840/suppl/GSM6423840_COVID_AIM_AIM_CD4_027_TCR.txt.gz']
GSE210227,GSM6423841,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6423nnn/GSM6423841/suppl/GSM6423841_COVID_AIM_AIM_CD4_031_TCR.txt.gz']
GSE210227,GSM6423843,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6423nnn/GSM6423843/suppl/GSM6423843_COVID_AIM_AIM_CD4_035_TCR.txt.gz']
GSE210227,GSM6423844,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6423nnn/GSM6423844/suppl/GSM6423844_COVID_AIM_AIM_CD4_038_TCR.txt.gz']
GSE210227,GSM6423845,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6423nnn/GSM6423845/suppl/GSM6423845_COVID_AIM_AIM_CD4_040_TCR.txt.gz']
GSE210227,GSM6423846,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6423nnn/GSM6423846/suppl/GSM6423846_COVID_AIM_NonNV_CD4_001_TCR.txt.gz']
GSE210227,GSM6423847,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6423nnn/GSM6423847/suppl/GSM6423847_COVID_AIM_NonNV_CD4_002_TCR.txt.gz']
GSE210227,GSM6423848,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6423nnn/GSM6423848/suppl/GSM6423848_COVID_AIM_NonNV_CD4_003_TCR.txt.gz']
GSE210227,GSM6423849,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6423nnn/GSM6423849/suppl/GSM6423849_COVID_AIM_NonNV_CD4_005_TCR.txt.gz']
GSE210227,GSM6423850,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6423nnn/GSM6423850/suppl/GSM6423850_COVID_AIM_NonNV_CD4_008_TCR.txt.gz']
GSE210227,GSM6423852,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6423nnn/GSM6423852/suppl/GSM6423852_COVID_AIM_NonNV_CD4_012_TCR.txt.gz']
GSE210227,GSM6423853,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6423nnn/GSM6423853/suppl/GSM6423853_COVID_AIM_NonNV_CD4_021_TCR.txt.gz']
GSE210227,GSM6423854,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6423nnn/GSM6423854/suppl/GSM6423854_COVID_AIM_NonNV_CD4_023_TCR.txt.gz']
GSE210227,GSM6423855,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6423nnn/GSM6423855/suppl/GSM6423855_COVID_AIM_NonNV_CD4_027_TCR.txt.gz']
GSE210227,GSM6423856,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6423nnn/GSM6423856/suppl/GSM6423856_COVID_AIM_NonNV_CD4_031_TCR.txt.gz']
GSE210227,GSM6423858,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6423nnn/GSM6423858/suppl/GSM6423858_COVID_AIM_NonNV_CD4_035_TCR.txt.gz']
GSE210227,GSM6423859,['Homo sapiens'],['ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6423nnn/GSM6423859/suppl/GSM6423859_COVID_AIM_NonNV_CD4_038_TCR.txt.gz']
